Index,Formula,Phase,Decomp,Gap,SLME,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,Cubic,Tetra,Ortho,Hex,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
1,MAPbI_3,Cubic,0.03,1.85,0.16,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2,MAPbBr_3,Cubic,-0.15,1.97,0.11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
3,MAPbCl_3,Cubic,-0.17,2.53,0.06,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
4,MASnI_3,Cubic,-0.16,0.88,0.16,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
5,MASnBr_3,Cubic,-0.23,1.26,0.15,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
6,MASnCl_3,Cubic,-0.25,1.58,0.13,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
7,MAGeI_3,Cubic,-0.03,1.31,0.15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
8,MAGeBr_3,Cubic,-0.24,1.61,0.14,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
9,MAGeCl_3,Cubic,-0.39,1.95,0.13,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
10,FAPbI_3,Cubic,-0.44,1.94,0.15,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
11,FAPbBr_3,Cubic,-0.91,2.11,0.12,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
12,FAPbCl_3,Cubic,-1.09,2.61,0.05,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
13,FASnI_3,Cubic,-0.74,1.05,0.15,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
14,FASnBr_3,Cubic,-1,1.34,0.15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
15,FASnCl_3,Cubic,-1.22,2.47,0.07,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
16,FAGeI_3,Cubic,-0.54,1.47,0.15,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
17,FAGeBr_3,Cubic,-0.97,2.11,0.11,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
18,FAGeCl_3,Cubic,-1.4,3.05,0.03,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
19,CsPbI_3,Cubic,0.07,1.48,0.16,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
20,CsPbBr_3,Cubic,-0.17,1.77,0.12,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
21,CsPbCl_3,Cubic,1.44,2.21,0.08,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
22,CsSnI_3,Cubic,-0.15,0.48,0.16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
23,CsSnBr_3,Cubic,-0.27,0.63,0.15,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
24,CsSnCl_3,Cubic,1.36,1.03,0.14,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
25,CsGeI_3,Cubic,-0.01,0.64,0.16,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
26,CsGeBr_3,Cubic,-0.28,0.77,0.16,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
27,CsGeCl_3,Cubic,1.24,1.05,0.15,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
28,MAPbI_3,Tetra,0.06,1.6,0.15,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
29,MAPbBr_3,Tetra,-0.1,1.99,0.12,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
30,MAPbCl_3,Tetra,-0.12,2.5,0.06,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
31,MASnI_3,Tetra,-0.15,0.72,0.16,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
32,MASnBr_3,Tetra,-0.22,1.08,0.14,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
33,MASnCl_3,Tetra,-0.26,1.78,0.11,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
34,MAGeI_3,Tetra,0.05,1.36,0.15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35,MAGeBr_3,Tetra,-0.25,1.93,0.11,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
36,MAGeCl_3,Tetra,-0.43,2.19,0.08,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
37,FAPbI_3,Tetra,-0.47,1.51,0.15,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
38,FAPbBr_3,Tetra,-0.78,1.91,0.11,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
39,FAPbCl_3,Tetra,-0.91,2.39,0.06,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
40,FASnI_3,Tetra,-0.65,0.67,0.16,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
41,FASnBr_3,Tetra,-0.92,1.4,0.14,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
42,FASnCl_3,Tetra,-1.13,2.17,0.09,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
43,FAGeI_3,Tetra,-0.53,1.46,0.14,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
44,FAGeBr_3,Tetra,-0.98,2.12,0.1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
45,FAGeCl_3,Tetra,-1.36,2.8,0.03,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
46,CsPbI_3,Tetra,0.08,1.5,0.15,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
47,CsPbBr_3,Tetra,-0.14,1.81,0.13,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
48,CsPbCl_3,Tetra,1.44,2.41,0.06,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
49,CsSnI_3,Tetra,-0.18,0.57,0.16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
50,CsSnBr_3,Tetra,-0.28,0.79,0.15,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
51,CsSnCl_3,Tetra,1.35,1.16,0.13,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
52,CsGeI_3,Tetra,0.01,0.68,0.16,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
53,CsGeBr_3,Tetra,-0.28,0.79,0.16,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
54,CsGeCl_3,Tetra,1.23,1.05,0.14,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
55,MAPbI_3,Ortho,-0.01,1.86,0.14,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
56,MAPbBr_3,Ortho,-0.16,2.14,0.11,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
57,MAPbCl_3,Ortho,-0.19,2.61,0.05,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
58,MASnI_3,Ortho,-0.18,0.91,0.16,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
59,MASnBr_3,Ortho,-0.24,1.18,0.15,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
60,MASnCl_3,Ortho,-0.24,1.57,0.13,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
61,MAGeI_3,Ortho,0.18,0.92,0.16,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
62,MAGeBr_3,Ortho,-0.04,1.18,0.16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
63,MAGeCl_3,Ortho,-0.12,1.52,0.14,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2.17,267,180.65,0.7,32.07,8.68,926.3,6.13,23.85,2.55,73,7,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
64,FAPbI_3,Ortho,-0.38,1.59,0.15,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
65,FAPbBr_3,Ortho,-0.67,1.94,0.12,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
66,FAPbCl_3,Ortho,-0.77,2.4,0.06,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
67,FASnI_3,Ortho,-0.57,1.01,0.16,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
68,FASnBr_3,Ortho,-0.75,1.38,0.14,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
69,FASnCl_3,Ortho,-0.85,1.9,0.12,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
70,FAGeI_3,Ortho,-0.3,1.56,0.16,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
71,FAGeBr_3,Ortho,-0.63,1.93,0.13,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2.53,319,354,1.1,45.06,8.6,849.1,6.5,29,2.57,91,8,0.87,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
